text,x,y,width,height,score,page,chinese_text,english_text,is_word,is_chinese,is_english,english_length,chinese_length,is_chinese_sentence,is_english_sentence,word,word_group
衍assignment名指派；任務，作業,5663.0,3369.5,2914,191,0.8707594060602954,169,衍名指派任務作業,assignment；，,False,True,True,20.0,8.0,False,False,衍assignment名指派；任務，作業,464
The case has been assigned to our most senior officer.,3394.25,3785.5,4846,237,0.9210278298989784,169,,The case has been assigned to our most senior officer.,False,False,True,54.0,0.0,False,True,The case has been assigned to our most senior officer.,464
這件案子已經指派給我們最資深的官員辦理。,2714.5,4083.5,3417,157,0.8842901742615209,169,這件案子已經指派給我們最資深的官員辦理,。,False,True,False,20.0,19.0,True,False,這件案子已經指派給我們最資深的官員辦理。,464
design [dr zain],1303.0,4781.0,1508,270,0.8692198738991367,169,,design [dr zain],True,False,True,16.0,0.0,False,False,design,464
de / sign,2463.0,5192.0,812,236,0.843391046618017,169,,de / sign,False,False,True,9.0,0.0,False,False,de / sign,464
名动設计,4640.0,5338.0,892,236,0.8513369304532308,169,名动設计,,False,True,False,4.0,4.0,False,False,名动設计,464
design [dr zain],1303.0,4781.0,1508,270,0.8692198738991367,169,,design [dr zain],True,False,True,16.0,0.0,False,False,design,465
de / sign,2463.0,5192.0,812,236,0.843391046618017,169,,de / sign,False,False,True,9.0,0.0,False,False,de / sign,465
名动設计,4640.0,5338.0,892,236,0.8513369304532308,169,名动設计,,False,True,False,4.0,4.0,False,False,名动設计,465
down/mark,2400.0,5462.0,1120,192,0.9873446749333216,169,,down/mark,False,False,True,9.0,0.0,False,False,down/mark,465
I don't like the design of this sofa.,2497.0,5900.5,3144,237,0.975356266491701,169,,I don't like the design of this sofa.,False,False,True,37.0,0.0,False,True,I don't like the design of this sofa.,465
我不喜歡這款沙發的設計。,2022.5,6193.5,2057,191,0.8795628876613224,169,我不喜歡這款沙發的設計,。,False,True,False,12.0,11.0,True,False,我不喜歡這款沙發的設計。,465
Who designed this building?,2274.5,6609.5,2537,191,0.8613336725933104,169,,Who designed this building?,False,False,True,27.0,0.0,False,False,Who designed this building?,465
這建築是設計的？,1846.0,6896.5,1680,157,0.9667059768205822,169,這建築是設計的,？,False,True,False,8.0,7.0,False,False,這建築是設計的？,465
"designate [dεzig,net]",1588.5,7352.0,2035,236,0.8740873377579056,169,,"designate [dεzig,net]",True,False,True,21.0,0.0,False,False,designate,465
de / sign / ate,2468.5,7756.75,1261,262,0.912200955154064,169,,de / sign / ate,False,False,True,15.0,0.0,False,False,de / sign / ate,465
"designate [dεzig,net]",1588.5,7352.0,2035,236,0.8740873377579056,169,,"designate [dεzig,net]",True,False,True,21.0,0.0,False,False,designate,466
de / sign / ate,2468.5,7756.75,1261,262,0.912200955154064,169,,de / sign / ate,False,False,True,15.0,0.0,False,False,de / sign / ate,466
動標示；委任，指派,5108.5,7773.5,1805,225,0.8635568029500332,169,動標示委任指派,；，,False,True,False,9.0,7.0,False,False,動標示；委任，指派,466
down/mark/動字尾,2554.5,8027.0,1909,192,0.8952314899801486,169,動字尾,down/mark/,False,True,True,13.0,3.0,False,False,down/mark/動字尾,466
衍designation名標示；號；指定,5668.5,8060.5,2925,191,0.8151812556284563,169,衍名標示號指定,designation；；,False,True,True,20.0,7.0,False,False,衍designation名標示；號；指定,466
The wooden stakes designate the edge of the building site,3588.5,8465.5,5165,191,0.9118721874452176,169,,The wooden stakes designate the edge of the building site,False,False,True,57.0,0.0,False,True,The wooden stakes designate the edge of the building site,466
木椿標示出建築工地的緣。,2108.5,8758.0,2229,192,0.9848891435210236,169,木椿標示出建築工地的緣,。,False,True,False,12.0,11.0,True,False,木椿標示出建築工地的緣。,466
The president will designate his successor.,2897.25,9169.0,3830,248,0.777068289837831,169,,The president will designate his successor.,False,False,True,43.0,0.0,False,True,The president will designate his successor.,466
總裁將指定他的接班人。,1931.5,9450.0,1851,158,0.9207931609715646,169,總裁將指定他的接班人,。,False,True,False,11.0,10.0,False,False,總裁將指定他的接班人。,466
insignia [1n s1gn1],1474.0,9894.0,1806,236,0.849306598792578,169,,insignia [1n s1gn1],True,False,True,19.0,0.0,False,False,insignia,466
insignia [1n s1gn1],1474.0,9894.0,1806,236,0.849306598792578,169,,insignia [1n s1gn1],True,False,True,19.0,0.0,False,False,insignia,467
in / sign / ia,2474.25,10299.25,1135,262,0.9191171577739716,169,,in / sign / ia,False,False,True,14.0,0.0,False,False,in / sign / ia,467
名標，徽章,4817.0,10468.0,1246,236,0.8736628372756049,169,名標徽章,，,False,True,False,5.0,4.0,False,False,名標，徽章,467
in/mark/名字尾,2720.0,10580.5,1622,191,0.8731617611344837,169,名字尾,in/mark/,False,True,True,11.0,3.0,False,False,in/mark/名字尾,467
Part2通用學術字：依字根分類,6228.75,219.5,2812,237,0.9147943878846292,170,通用學術字依字根分類,Part2：,False,True,True,16.0,10.0,False,False,Part2通用學術字：依字根分類,467
MP3122,765.5,517.5,777,203,0.8724913145350527,170,,MP3122,False,False,True,6.0,0.0,False,False,MP3122,467
Their jackets have the school's insignia on the front.,2897.0,1282.5,4812,249,0.8205584125172727,170,,Their jackets have the school's insignia on the front.,False,False,True,54.0,0.0,False,True,Their jackets have the school's insignia on the front.,467
他們的外套正面有校徽。,1474.0,1592.0,1920,192,0.8030879963011308,170,他們的外套正面有校徽,。,False,True,False,11.0,10.0,False,False,他們的外套正面有校徽。,467
significance [sig nifakons],1360.0,2098.0,2606,236,0.8843602606849114,170,,significance [sig nifakons],True,False,True,27.0,0.0,False,False,significance,467
sign(i) / fic / ance,2023.0,2526.0,1668,236,0.8747586930264649,170,,sign(i) / fic / ance,False,False,True,20.0,0.0,False,False,sign,467
significance [sig nifakons],1360.0,2098.0,2606,236,0.8843602606849114,170,,significance [sig nifakons],True,False,True,27.0,0.0,False,False,significance,468
sign(i) / fic / ance,2023.0,2526.0,1668,236,0.8747586930264649,170,,sign(i) / fic / ance,False,False,True,20.0,0.0,False,False,sign,468
图意義，重要性,4508.5,2526.0,1475,236,0.8576940769955198,170,图意義重要性,，,False,True,False,7.0,6.0,False,False,图意義，重要性,468
mark/make/名字尾,2205.5,2795.5,1989,215,0.9488870373607832,170,名字尾,mark/make/,False,True,True,13.0,3.0,False,False,mark/make/名字尾,468
significant形重要的，重大的,5131.5,2824.0,2699,226,0.836111412183851,170,形重要的重大的,significant，,False,True,True,19.0,7.0,False,False,significant形重要的，重大的,468
The significance of this finding is beyond comprehension.,3160.0,3262.5,5360,225,0.8718669856815175,170,,The significance of this finding is beyond comprehension.,False,False,True,57.0,0.0,False,True,The significance of this finding is beyond comprehension.,468
這頂發現的重要性超乎想像。,1657.0,3560.5,2308,191,0.8556036865708402,170,這頂發現的重要性超乎想像,。,False,True,False,13.0,12.0,True,False,這頂發現的重要性超乎想像。,468
表示「發生」與「結束」的字根,4062.75,675.0,5842,518,0.9928040987983042,171,表示發生與結束的字根,「」「」,False,True,False,14.0,10.0,False,False,表示「發生」與「結束」的字根,468
MP3123,1354.0,1732.5,766,203,0.8081324904159831,171,,MP3123,False,False,True,6.0,0.0,False,False,MP3123,468
od,845.5,1738.0,297,168,0.8983751560853782,171,,od,False,False,True,2.0,0.0,False,False,od,468
occasionally [a ke3an!1],1834.0,2886.0,2274,236,0.9762004705644542,171,,occasionally [a ke3an!1],True,False,True,24.0,0.0,False,False,occasionally,469
 oc / cas / ionally,2560.0,3285.0,1488,272,0.8683144951143611,171,, oc / cas / ionally,False,False,True,19.0,0.0,False,False, oc / cas / ionally,469
偶爾,4663.0,3296.0,480,248,0.9231089448602998,171,偶爾,,False,True,False,2.0,2.0,False,False,偶爾,469
副,4360.0,3302.0,218,192,0.8712340177242129,171,副,,False,True,False,1.0,1.0,False,False,副,469
toward/befall/副字尾,2400.0,3549.5,1988,191,0.8548906830829741,171,副字尾,toward/befall/,False,True,True,17.0,3.0,False,False,toward/befall/副字尾,469
衍occasion名場合，時機,5314.0,3583.5,2126,191,0.8503479456506817,171,衍名場合時機,occasion，,False,True,True,15.0,6.0,False,False,衍occasion名場合，時機,469
 I go to the movies only occasionally,2645.5,4005.5,3349,225,0.9180737913803508,171,, I go to the movies only occasionally,False,False,True,37.0,0.0,False,True, I go to the movies only occasionally,469
我只是偶爾看場電影。,1960.0,4263.5,1680,225,0.8846314519473732,171,我只是偶爾看場電影,。,False,True,False,10.0,9.0,False,False,我只是偶爾看場電影。,469
One's college graduation is an important occasion.,3331.5,4691.5,4423,225,0.8712405430133244,171,,One's college graduation is an important occasion.,False,False,True,50.0,0.0,False,True,One's college graduation is an important occasion.,469
大學業是人生的重大時刻。,2211.0,4966.5,2160,191,0.8522439957413481,171,大學業是人生的重大時刻,。,False,True,False,12.0,11.0,True,False,大學業是人生的重大時刻。,469
casual [ka3ual],1451.5,5687.0,1531,236,0.9728427826253286,171,,casual [ka3ual],True,False,True,15.0,0.0,False,False,casual,470
cas(u) / al,2577.0,6092.0,948,236,0.9079498424581444,171,,cas(u) / al,False,False,True,11.0,0.0,False,False,cas,470
形不正式的；隨意的；偶然的,5508.5,6232.5,2515,225,0.9603361930620546,171,形不正式的隨意的偶然的,；；,False,True,False,13.0,11.0,True,False,形不正式的；隨意的；偶然的,470
befall/形容字尾,2920.0,6350.5,1452,191,0.9026115685514916,171,形容字尾,befall/,False,True,True,11.0,4.0,False,False,befall/形容字尾,470
"This is an informal party, so you can come in casual wear.",3680.0,6789.5,5120,237,0.8784562573553154,171,,"This is an informal party, so you can come in casual wear.",False,False,True,58.0,0.0,False,True,"This is an informal party, so you can come in casual wear.",470
這是場非正式的宴會，隨便穿就行。,2474.0,7070.5,2686,191,0.8138633383940561,171,這是場非正式的宴會隨便穿就行,，。,False,True,False,16.0,14.0,True,False,這是場非正式的宴會，隨便穿就行。,470
 A casual encounter with a stranger turned into a truly entertaining,3988.5,7475.5,5783,237,0.7792703036632359,171,, A casual encounter with a stranger turned into a truly entertaining,False,False,True,68.0,0.0,False,True, A casual encounter with a stranger turned into a truly entertaining,470
evening.,1514.5,7768.0,811,236,0.8650957954324893,171,,evening.,False,False,True,8.0,0.0,False,False,evening.,470
與陌生人的偶遇没想到竟會是一個相當愉快的夜晚。,3062.5,8038.0,3863,192,0.9249656293856896,171,與陌生人的偶遇没想到竟會是一個相當愉快的夜晚,。,False,True,False,23.0,22.0,True,False,與陌生人的偶遇没想到竟會是一個相當愉快的夜晚。,470
casualty [kae3jualt1],1663.0,8522.0,1908,236,0.8121753047676644,171,,casualty [kae3jualt1],True,False,True,21.0,0.0,False,False,casualty,470
casualty [kae3jualt1],1663.0,8522.0,1908,236,0.8121753047676644,171,,casualty [kae3jualt1],True,False,True,21.0,0.0,False,False,casualty,471
图傷亡人員；,4823.0,8916.0,1166,236,0.8484657082095254,171,图傷亡人員,；,False,True,False,6.0,5.0,False,False,图傷亡人員；,471
cas(u) / alty,2571.5,8921.0,1101,274,0.8171407177423438,171,,cas(u) / alty,False,False,True,13.0,0.0,False,False,cas,471
fall /名字尾,2851.25,9174.25,1135,262,0.8306669740178021,171,名字尾,fall /,False,True,True,9.0,3.0,False,False,fall /名字尾,471
（事故等的）傷亡者、受害者,5686.0,9196.5,2366,191,0.8892745336947903,171,事故等的傷亡者受害者,（）、,False,True,False,13.0,10.0,False,False,（事故等的）傷亡者、受害者,471
The battle ended with heavy casualties on both sides.,3457.0,9602.0,4628,192,0.9169572664415812,171,,The battle ended with heavy casualties on both sides.,False,False,True,53.0,0.0,False,True,The battle ended with heavy casualties on both sides.,471
門結束，雙方死傷惨重。,2154.5,9894.5,2023,191,0.7983709282155982,171,門結束雙方死傷惨重,，。,False,True,False,11.0,9.0,False,False,門結束，雙方死傷惨重。,471
The ex-legislator was a casualty of the last election.,3406.0,10293.5,4526,225,0.9342869402871063,171,,The ex-legislator was a casualty of the last election.,False,False,True,54.0,0.0,False,True,The ex-legislator was a casualty of the last election.,471
前任員在上届選中惨。,2234.0,10575.0,2160,158,0.9241919652600996,171,前任員在上届選中惨,。,False,True,False,10.0,9.0,False,False,前任員在上届選中惨。,471
Part2通用學術字：依字根分類,6160.0,196.5,2584,237,0.847520826464299,172,通用學術字依字根分類,Part2：,False,True,True,16.0,10.0,False,False,Part2通用學術字：依字根分類,471
coincidence [ko insidons],1668.5,1192.5,2331,225,0.8337473690332886,172,,coincidence [ko insidons],True,False,True,25.0,0.0,False,False,coincidence,472
co / in / cid / ence,2303.0,1586.5,1566,225,0.9324459380917968,172,,co / in / cid / ence,False,False,True,20.0,0.0,False,False,co / in / cid / ence,472
名巧合,4217.0,1592.0,640,236,0.929342264103586,172,名巧合,,False,True,False,3.0,3.0,False,False,名巧合,472
together/in/befall/名字尾,2302.5,1850.5,2297,191,0.7992108301334843,172,名字尾,together/in/befall/,False,True,True,22.0,3.0,False,False,together/in/befall/名字尾,472
coincide動同時發生；與·一致,5240.0,1873.5,2640,191,0.8829606307040194,172,動同時發生與一致,coincide；·,False,True,True,18.0,8.0,False,False,coincide動同時發生；與·一致,472
 It was a coincidence that he and his ex-girlfriend got adjoining seats on,3885.75,2267.0,6012,236,0.9569156475010372,172,, It was a coincidence that he and his ex-girlfriend got adjoining seats on,False,False,True,74.0,0.0,False,True, It was a coincidence that he and his ex-girlfriend got adjoining seats on,472
the same flight.,1577.0,2542.5,1348,225,0.8556839069756093,172,,the same flight.,False,False,True,16.0,0.0,False,False,the same flight.,472
事出巧合，他和前女友在同一架飛機上比粼而坐。,2697.0,2807.0,3566,192,0.8916992652030821,172,事出巧合他和前女友在同一架飛機上比粼而坐,，。,False,True,False,22.0,20.0,True,False,事出巧合，他和前女友在同一架飛機上比粼而坐。,472
decadent[dεkodnt],1422.5,3268.0,1817,236,0.7703117380585005,172,,decadent[dεkodnt],True,False,True,17.0,0.0,False,False,decadent,472
形的，障落的,4674.5,3673.0,1509,192,0.868866900044857,172,形的障落的,，,False,True,False,6.0,5.0,False,False,形的，障落的,472
decadent[dεkodnt],1422.5,3268.0,1817,236,0.7703117380585005,172,,decadent[dεkodnt],True,False,True,17.0,0.0,False,False,decadent,473
形的，障落的,4674.5,3673.0,1509,192,0.868866900044857,172,形的障落的,，,False,True,False,6.0,5.0,False,False,形的，障落的,473
de / cad / ent,2303.0,3785.75,1180,262,0.8594266856232657,172,,de / cad / ent,False,False,True,14.0,0.0,False,False,de / cad / ent,473
行decadence名顽，落,5023.0,3954.5,2206,191,0.8757074570453957,172,行名顽落,decadence，,False,True,True,14.0,4.0,False,False,行decadence名顽，落,473
down/fall/形容字尾,2457.5,4055.5,1783,191,0.9730910585419824,172,形容字尾,down/fall/,False,True,True,14.0,4.0,False,False,down/fall/形容字尾,473
decay動名衰；腐朽,5045.5,4218.5,1817,225,0.8976878536387443,172,動名衰腐朽,decay；,False,True,True,11.0,5.0,False,False,decay動名衰；腐朽,473
 Rome under Nero was a decadent city.,2520.0,4618.25,3280,214,0.8512648709480237,172,, Rome under Nero was a decadent city.,False,False,True,37.0,0.0,False,True, Rome under Nero was a decadent city.,473
尼禄王統治下的羅馬是座顏的城市。,2297.5,4893.5,2743,157,0.9819218343835556,172,尼禄王統治下的羅馬是座顏的城市,。,False,True,False,16.0,15.0,True,False,尼禄王統治下的羅馬是座顏的城市。,473
The deserted mansion gradually decayed,2645.5,5282.0,3463,192,0.9532574459146888,172,,The deserted mansion gradually decayed,False,False,True,38.0,0.0,False,True,The deserted mansion gradually decayed,473
豪宅人去樓空，慢慢破了。,2137.0,5546.5,2400,157,0.9707112162096162,172,豪宅人去樓空慢慢破了,，。,False,True,False,12.0,10.0,False,False,豪宅人去樓空，慢慢破了。,473
deciduous [dr sid3uas],1520.0,6007.5,2034,225,0.8272708246402702,172,,deciduous [dr sid3uas],True,False,True,22.0,0.0,False,False,deciduous,474
de / cid(u) / ous,2314.0,6378.5,1406,225,0.8849005493814459,172,,de / cid(u) / ous,False,False,True,17.0,0.0,False,False,cid,474
形落葉性的,4405.5,6525.0,971,202,0.9074036848048684,172,形落葉性的,,False,True,False,5.0,5.0,False,False,形落葉性的,474
down/fall/形容字尾,2434.5,6631.5,1783,191,0.8762498744274679,172,形容字尾,down/fall/,False,True,True,14.0,4.0,False,False,down/fall/形容字尾,474
"If you plant deciduous trees in your yard, it will be hard to keep the",3743.0,7053.5,5680,225,0.8199893736527422,172,,"If you plant deciduous trees in your yard, it will be hard to keep the",False,False,True,70.0,0.0,False,True,"If you plant deciduous trees in your yard, it will be hard to keep the",474
lawn tidy in the fall.,1777.0,7312.5,1748,225,0.984959631948164,172,,lawn tidy in the fall.,False,False,True,22.0,0.0,False,False,lawn tidy in the fall.,474
院子裡種落葉樹的話，到了秋天會很難維持草地整潔。,2868.5,7588.0,3885,192,0.8348430345857012,172,院子裡種落葉樹的話到了秋天會很難維持草地整潔,，。,False,True,False,24.0,22.0,True,False,院子裡種落葉樹的話，到了秋天會很難維持草地整潔。,474
incident [insodnt],1360.0,8043.5,1714,225,0.7903259705166504,172,,incident [insodnt],True,False,True,18.0,0.0,False,False,incident,474
in / cid / ent,2314.25,8420.5,1112,263,0.9199314837586734,172,,in / cid / ent,False,False,True,14.0,0.0,False,False,in / cid / ent,474
名偶發事件,4411.5,8437.5,983,203,0.8472038250589661,172,名偶發事件,,False,True,False,5.0,5.0,False,False,名偶發事件,474
incident [insodnt],1360.0,8043.5,1714,225,0.7903259705166504,172,,incident [insodnt],True,False,True,18.0,0.0,False,False,incident,475
in / cid / ent,2314.25,8420.5,1112,263,0.9199314837586734,172,,in / cid / ent,False,False,True,14.0,0.0,False,False,in / cid / ent,475
名偶發事件,4411.5,8437.5,983,203,0.8472038250589661,172,名偶發事件,,False,True,False,5.0,5.0,False,False,名偶發事件,475
in/befall/名词字尾,2520.0,8690.5,1566,191,0.8759577199690849,172,名词字尾,in/befall/,False,True,True,14.0,4.0,False,False,in/befall/名词字尾,475
incidentally 副附带一提,4971.0,8718.5,2080,225,0.9130888305201854,172,副附带一提,incidentally ,False,True,True,18.0,5.0,False,False,incidentally 副附带一提,475
The fight was an unfortunate incident that marred the otherwise perfect,3920.0,9106.5,5966,191,0.893896169187501,172,,The fight was an unfortunate incident that marred the otherwise perfect,False,False,True,71.0,0.0,False,True,The fight was an unfortunate incident that marred the otherwise perfect,475
party.,1177.0,9399.0,548,214,0.8617713092299152,172,,party.,False,False,True,6.0,0.0,False,False,party.,475
這場打是偶發的不幸事件，毁了原本的完美宴會。,2794.5,9646.5,3737,191,0.8741731945126887,172,這場打是偶發的不幸事件毁了原本的完美宴會,，。,False,True,False,22.0,20.0,True,False,這場打是偶發的不幸事件，毁了原本的完美宴會。,475
" John is heavily in debt—incidentally, did you pay back the 1O bucks",3788.5,10029.5,5795,237,0.6109263589476338,172,," John is heavily in debt—incidentally, did you pay back the 1O bucks",False,False,True,68.0,0.0,False,True," John is heavily in debt—incidentally, did you pay back the 1O bucks",475
 you owed me?,1548.5,10316.5,1291,225,0.8298348449878612,172,, you owed me?,False,False,True,13.0,0.0,False,False, you owed me?,475
finale [fanal1],1405.75,1636.75,1351,262,0.8518386022055591,173,,finale [fanal1],True,False,True,15.0,0.0,False,False,finale,476
fin / ale,2560.0,2042.0,732,236,0.8929952528793365,173,,fin / ale,False,False,True,9.0,0.0,False,False,fin / ale,476
名終曲，尾聲，大結局,5154.5,2199.5,1897,191,0.875528853308172,173,名終曲尾聲大結局,，，,False,True,False,10.0,8.0,False,False,名終曲，尾聲，大結局,476
end/名字尾,2725.5,2312.0,1131,214,0.8483714422412383,173,名字尾,end/,False,True,True,7.0,3.0,False,False,end/名字尾,476
All the instruments participated in the grand finale of the symphony.,4063.0,2739.5,5840,237,0.941948497082213,173,,All the instruments participated in the grand finale of the symphony.,False,False,True,69.0,0.0,False,True,All the instruments participated in the grand finale of the symphony.,476
到了交響曲尾聲，所有樂器一起加入。,2542.5,3020.5,2777,191,0.8577756467006613,173,到了交響曲尾聲所有樂器一起加入,，。,False,True,False,17.0,15.0,True,False,到了交響曲尾聲，所有樂器一起加入。,476
confine [kon fain] ['kanfain],1948.5,3678.5,2435,225,0.9758949141634944,173,,confine [kon fain] ['kanfain],True,False,True,29.0,0.0,False,False,confine,476
con / fine,2566.0,4067.0,880,236,0.8295895614151203,173,,con / fine,False,False,True,10.0,0.0,False,False,con / fine,476
動限制,4514.0,4078.0,640,236,0.8629073817152427,173,動限制,,False,True,False,3.0,3.0,False,False,動限制,476
名圍,5291.0,4078.0,640,236,0.987273942466293,173,名圍,,False,True,False,2.0,2.0,False,False,名圍,476
confine [kon fain] ['kanfain],1948.5,3678.5,2435,225,0.9758949141634944,173,,confine [kon fain] ['kanfain],True,False,True,29.0,0.0,False,False,confine,477
con / fine,2566.0,4067.0,880,236,0.8295895614151203,173,,con / fine,False,False,True,10.0,0.0,False,False,con / fine,477
動限制,4514.0,4078.0,640,236,0.8629073817152427,173,動限制,,False,True,False,3.0,3.0,False,False,動限制,477
名圍,5291.0,4078.0,640,236,0.987273942466293,173,名圍,,False,True,False,2.0,2.0,False,False,名圍,477
together / limit,2400.0,4331.5,1234,225,0.9728109448743256,173,,together / limit,False,False,True,16.0,0.0,False,False,together / limit,477
衍confinement名限制,5131.5,4359.5,1851,191,0.8235249867549355,173,衍名限制,confinement,False,True,True,15.0,4.0,False,False,衍confinement名限制,477
The old lady is confined to bed.,2497.0,4753.5,2732,237,0.8705873389376988,173,,The old lady is confined to bed.,False,False,True,32.0,0.0,False,True,The old lady is confined to bed.,477
老太太卧病在床。,1811.5,5034.5,1315,191,0.9608162152392472,173,老太太卧病在床,。,False,True,False,8.0,7.0,False,False,老太太卧病在床。,477
Please confine your discussions to the issues on the agenda,3691.5,5428.0,5075,192,0.7940183155243095,173,,Please confine your discussions to the issues on the agenda,False,False,True,59.0,0.0,False,True,Please confine your discussions to the issues on the agenda,477
鐘圍限於識程表列出的識題。,2474.5,5703.5,2617,157,0.9884905773292906,173,鐘圍限於識程表列出的識題,。,False,True,False,13.0,12.0,True,False,鐘圍限於識程表列出的識題。,477
definition [def nifan],1760.0,6795.0,2060,250,0.8487933425306518,173,,definition [def nifan],True,False,True,22.0,0.0,False,False,definition,478
de / fin / ition,2560.0,7183.25,1238,262,0.9147980565941752,173,,de / fin / ition,False,False,True,16.0,0.0,False,False,de / fin / ition,478
图定義,4520.0,7206.0,652,236,0.8082361399465716,173,图定義,,False,True,False,3.0,3.0,False,False,图定義,478
down/limit/名字尾,2571.5,7459.0,1737,158,0.8728822936200433,173,名字尾,down/limit/,False,True,True,14.0,3.0,False,False,down/limit/名字尾,478
衍define動界定，下定義,5211.5,7475.5,2011,191,0.9185333853587508,173,衍動界定下定義,define，,False,True,True,14.0,7.0,False,False,衍define動界定，下定義,478
You can look up the definition of any word in a dictionary.,3668.5,7880.5,5051,237,0.9236799066039648,173,,You can look up the definition of any word in a dictionary.,False,False,True,59.0,0.0,False,True,You can look up the definition of any word in a dictionary.,478
任何字的定義都可以在字典中查到。,2474.0,8156.0,2594,158,0.8462044949008024,173,任何字的定義都可以在字典中查到,。,False,True,False,16.0,15.0,True,False,任何字的定義都可以在字典中查到。,478
"“Man"" used to be defined as“an animal capable of reason.""",3714.0,8544.5,5074,191,0.8935515795293082,173,,"“Man"" used to be defined as“an animal capable of reason.""",False,False,True,57.0,0.0,False,True,"“Man"" used to be defined as“an animal capable of reason.""",478
「人」過去被定義為「理性動物」,2331.5,8814.5,2309,191,0.8438236651407072,173,人過去被定義為理性動物,「」「」,False,True,False,15.0,11.0,True,False,「人」過去被定義為「理性動物」,478
finalist [fanlist],1508.5,9230.5,1557,261,0.8600081903252462,173,,finalist [fanlist],True,False,True,18.0,0.0,False,False,finalist,478
finalist [fanlist],1508.5,9230.5,1557,261,0.8600081903252462,173,,finalist [fanlist],True,False,True,18.0,0.0,False,False,finalist,479
fin / alist,2565.75,9613.25,862,264,0.979902226059656,173,,fin / alist,False,False,True,11.0,0.0,False,False,fin / alist,479
名決赛入圍者，晋級決赛伍,5440.0,9770.5,2446,191,0.8937255919621028,173,名決赛入圍者晋級決赛伍,，,False,True,False,12.0,11.0,True,False,名決赛入圍者，晋級決赛伍,479
limit / person,2554.25,9888.75,1137,275,0.8495628199864239,173,,limit / person,False,False,True,14.0,0.0,False,False,limit / person,479
I was a finalist at the national beauty contest.,3062.5,10310.5,3863,191,0.9106424661691852,173,,I was a finalist at the national beauty contest.,False,False,True,48.0,0.0,False,True,I was a finalist at the national beauty contest.,479
我曾經入圍全國選美比赛的決赛。,2394.5,10580.5,2457,191,0.8380378563790131,173,我曾經入圍全國選美比赛的決赛,。,False,True,False,15.0,14.0,True,False,我曾經入圍全國選美比赛的決赛。,479
Part2通用學術字：依字根分類,6051.5,208.0,2571,192,0.8721477537997154,174,通用學術字依字根分類,Part2：,False,True,True,16.0,10.0,False,False,Part2通用學術字：依字根分類,479
MP3126,1000.0,461.5,746,227,0.8418479487297464,174,,MP3126,False,False,True,6.0,0.0,False,False,MP3126,479
00,514.5,483.5,229,135,0.8488634450793251,174,,00,False,False,False,2.0,0.0,False,False,00,479
finality [far nelot1],1217.5,1220.5,1703,237,0.8806903831449218,174,,finality [far nelot1],True,False,True,21.0,0.0,False,False,finality,479
finality [far nelot1],1217.5,1220.5,1703,237,0.8806903831449218,174,,finality [far nelot1],True,False,True,21.0,0.0,False,False,finality,480
fin / ality,2148.5,1597.5,851,275,0.8956869365952188,174,,fin / ality,False,False,True,11.0,0.0,False,False,fin / ality,480
图確定性,4182.5,1614.0,823,236,0.8393977348508583,174,图確定性,,False,True,False,4.0,4.0,False,False,图確定性,480
end/名字尾,2257.0,1856.5,1108,203,0.8252184972013785,174,名字尾,end/,False,True,True,7.0,3.0,False,False,end/名字尾,480
衍finalize動確定,4497.0,1889.5,1452,225,0.8950334722557437,174,衍動確定,finalize,False,True,True,12.0,4.0,False,False,衍finalize動確定,480
The bank turned down the loan with finality.,2640.0,2278.0,3772,214,0.9821878274301468,174,,The bank turned down the loan with finality.,False,False,True,44.0,0.0,False,True,The bank turned down the loan with finality.,480
銀行拒提供貨款，有商量的餘地。,2148.5,2548.0,2789,192,0.9429828443996536,174,銀行拒提供貨款有商量的餘地,，。,False,True,False,15.0,13.0,True,False,銀行拒提供貨款，有商量的餘地。,480
" After extended negotiations, the lawyers eventually finalized the",3480.0,2908.0,5474,192,0.8653764894436209,174,," After extended negotiations, the lawyers eventually finalized the",False,False,True,66.0,0.0,False,True," After extended negotiations, the lawyers eventually finalized the",480
contract.,1137.0,3189.5,788,191,0.8818684871463726,174,,contract.,False,False,True,9.0,0.0,False,False,contract.,480
經過漫長的判，律師終於確定了合約内容。,2388.5,3453.5,3291,225,0.8821587472346921,174,經過漫長的判律師終於確定了合約内容,，。,False,True,False,19.0,17.0,True,False,經過漫長的判，律師終於確定了合約内容。,480
"finite[far, nait]",1028.5,3853.0,1371,236,0.88307896622728,174,,"finite[far, nait]",True,False,True,17.0,0.0,False,False,finite,481
fin / ite,2160.0,4241.25,714,276,0.8392674157709268,174,,fin / ite,False,False,True,9.0,0.0,False,False,fin / ite,481
有限的,4280.0,4263.5,606,203,0.887313913582145,174,有限的,,False,True,False,3.0,3.0,False,False,有限的,481
形,3908.5,4269.5,205,191,0.839252466959026,174,形,,False,True,False,1.0,1.0,False,False,形,481
limit/形容字尾,2360.0,4511.5,1382,225,0.9837824196302528,174,形容字尾,limit/,False,True,True,10.0,4.0,False,False,limit/形容字尾,481
infinite形無限的,4548.5,4533.5,1555,225,0.9182434489446284,174,形無限的,infinite,False,True,True,12.0,4.0,False,False,infinite形無限的,481
" We have only a finite number of days to live, so we should make good",3731.5,4927.5,6001,249,0.8010284679266739,174,," We have only a finite number of days to live, so we should make good",False,False,True,69.0,0.0,False,True," We have only a finite number of days to live, so we should make good",481
